origin_loc_id,origin_borough,origin_zone_name,dest_loc_id,destination_borough,destination_zone_name,trip_count,percentage_of_origin_trips,average_distance_miles,average_duration_minutes,average_total_charge,origin_flow_rank,overall_flow_rank
76,Brooklyn,East New York,77,Brooklyn,East New York/Pennsylvania Avenue,131,3.18,1.703,11.417,12.69,6,3397
146,Queens,Long Island City/Queens Plaza,179,Queens,Old Astoria,131,3.44,1.664,9.353,15.2,3,3397
35,Brooklyn,Brownsville,61,Brooklyn,Crown Heights North,130,5.28,1.92,14.112,15.04,2,3411
39,Brooklyn,Canarsie,188,Brooklyn,Prospect-Lefferts Gardens,130,4.69,3.397,21.071,20.4,3,3411
71,Brooklyn,East Flatbush/Farragut,39,Brooklyn,Canarsie,130,6.19,2.682,18.529,17.71,1,3411
181,Brooklyn,Park Slope,89,Brooklyn,Flatbush/Ditmas Park,130,2.86,3.218,20.77,21.2,3,3411
14,Brooklyn,Bay Ridge,228,Brooklyn,Sunset Park West,129,8.25,2.328,12.131,14.81,1,3428
89,Brooklyn,Flatbush/Ditmas Park,188,Brooklyn,Prospect-Lefferts Gardens,129,3.47,1.77,15.514,15.73,2,3428
17,Brooklyn,Bedford,37,Brooklyn,Bushwick South,128,3.43,1.784,13.049,15.23,2,3435
39,Brooklyn,Canarsie,91,Brooklyn,Flatlands,128,4.62,2.322,13.251,14.56,4,3435
61,Brooklyn,Crown Heights North,35,Brooklyn,Brownsville,128,2.1,2.096,15.371,15.97,10,3435
112,Brooklyn,Greenpoint,61,Brooklyn,Crown Heights North,128,2.41,4.296,24.587,26.94,7,3435
129,Queens,Jackson Heights,226,Queens,Sunnyside,128,2.98,2.783,14.226,16.4,5,3435
145,Queens,Long Island City/Hunters Point,129,Queens,Jackson Heights,128,1.84,4.4,18.868,31.8,9,3435
7,Queens,Astoria,193,Queens,Queensbridge/Ravenswood,127,1.63,1.289,8.322,12.41,9,3452
37,Brooklyn,Bushwick South,255,Brooklyn,Williamsburg (North Side),127,2.42,2.429,18.705,17.78,4,3452
197,Queens,Richmond Hill,130,Queens,Jamaica,127,4.69,2.135,13.49,14.63,3,3452
256,Brooklyn,Williamsburg (South Side),17,Brooklyn,Bedford,127,2.0,1.916,13.479,16.01,9,3452
80,Brooklyn,East Williamsburg,112,Brooklyn,Greenpoint,126,2.56,1.647,11.304,14.02,3,3466
89,Brooklyn,Flatbush/Ditmas Park,39,Brooklyn,Canarsie,126,3.39,3.558,21.848,20.31,3,3466
168,Bronx,Mott Haven/Port Morris,42,Manhattan,Central Harlem North,126,4.5,1.761,13.115,15.11,1,3466
225,Brooklyn,Stuyvesant Heights,37,Brooklyn,Bushwick South,126,3.2,1.401,10.532,12.8,2,3466
127,Manhattan,Inwood,243,Manhattan,Washington Heights North,125,7.76,1.336,9.175,11.92,2,3485
37,Brooklyn,Bushwick South,112,Brooklyn,Greenpoint,124,2.37,2.825,19.275,19.96,5,3494
39,Brooklyn,Canarsie,72,Brooklyn,East Flatbush/Remsen Village,124,4.47,1.908,12.474,14.22,5,3494
71,Brooklyn,East Flatbush/Farragut,61,Brooklyn,Crown Heights North,124,5.91,2.679,18.807,18.05,2,3494
71,Brooklyn,East Flatbush/Farragut,188,Brooklyn,Prospect-Lefferts Gardens,124,5.91,1.595,12.668,13.48,3,3494
97,Brooklyn,Fort Greene,49,Brooklyn,Clinton Hill,124,2.46,1.142,8.759,13.78,3,3494
71,Brooklyn,East Flatbush/Farragut,76,Brooklyn,East New York,123,5.86,4.258,26.874,25.05,4,3513
97,Brooklyn,Fort Greene,37,Brooklyn,Bushwick South,123,2.44,3.218,21.285,22.82,4,3513
179,Queens,Old Astoria,223,Queens,Steinway,123,4.27,1.286,8.977,13.25,2,3513
226,Queens,Sunnyside,95,Queens,Forest Hills,123,1.78,5.321,20.563,25.67,10,3513
260,Queens,Woodside,82,Queens,Elmhurst,123,3.93,1.809,12.02,13.69,4,3513
25,Brooklyn,Boerum Hill,37,Brooklyn,Bushwick South,122,2.67,4.109,26.095,27.26,3,3528
256,Brooklyn,Williamsburg (South Side),80,Brooklyn,East Williamsburg,122,1.92,1.4,9.504,17.75,10,3528
39,Brooklyn,Canarsie,71,Brooklyn,East Flatbush/Farragut,121,4.37,2.833,18.173,17.86,6,3544
72,Brooklyn,East Flatbush/Remsen Village,188,Brooklyn,Prospect-Lefferts Gardens,121,5.03,1.961,15.075,15.63,4,3544
80,Brooklyn,East Williamsburg,255,Brooklyn,Williamsburg (North Side),121,2.46,1.441,10.75,15.1,4,3544
37,Brooklyn,Bushwick South,225,Brooklyn,Stuyvesant Heights,120,2.29,1.457,10.864,12.54,6,3556
77,Brooklyn,East New York/Pennsylvania Avenue,76,Brooklyn,East New York,120,10.16,1.675,10.525,11.93,1,3556
97,Brooklyn,Fort Greene,181,Brooklyn,Park Slope,120,2.38,1.658,13.984,17.16,5,3556
97,Brooklyn,Fort Greene,255,Brooklyn,Williamsburg (North Side),120,2.38,3.477,19.685,22.84,6,3556
193,Queens,Queensbridge/Ravenswood,7,Queens,Astoria,120,7.02,1.472,9.263,12.94,1,3556
225,Brooklyn,Stuyvesant Heights,97,Brooklyn,Fort Greene,120,3.05,2.629,20.848,19.29,3,3556
129,Queens,Jackson Heights,70,Queens,East Elmhurst,119,2.77,1.32,7.697,31.76,6,3574
188,Brooklyn,Prospect-Lefferts Gardens,39,Brooklyn,Canarsie,119,3.08,3.311,22.187,21.93,3,3574
7,Queens,Astoria,161,Manhattan,Midtown Center,118,1.51,3.783,25.662,29.89,10,3581
177,Brooklyn,Ocean Hill,61,Brooklyn,Crown Heights North,118,5.52,1.885,13.52,14.57,1,3581
188,Brooklyn,Prospect-Lefferts Gardens,89,Brooklyn,Flatbush/Ditmas Park,118,3.05,1.928,15.664,15.96,4,3581
80,Brooklyn,East Williamsburg,225,Brooklyn,Stuyvesant Heights,117,2.38,2.16,14.615,16.23,5,3596
93,Queens,Flushing Meadows-Corona Park,132,Queens,JFK Airport,117,10.92,7.181,20.308,102.69,1,3596
89,Brooklyn,Flatbush/Ditmas Park,71,Brooklyn,East Flatbush/Farragut,116,3.12,1.716,13.102,14.73,4,3603
89,Brooklyn,Flatbush/Ditmas Park,91,Brooklyn,Flatlands,116,3.12,2.107,14.012,16.81,5,3603
112,Brooklyn,Greenpoint,148,Manhattan,Lower East Side,115,2.17,3.68,18.261,26.53,8,3613
188,Brooklyn,Prospect-Lefferts Gardens,76,Brooklyn,East New York,115,2.97,4.351,29.66,25.18,5,3613
39,Brooklyn,Canarsie,89,Brooklyn,Flatbush/Ditmas Park,114,4.11,3.346,20.046,19.67,7,3621
146,Queens,Long Island City/Queens Plaza,237,Manhattan,Upper East Side South,114,2.99,2.185,11.468,20.11,4,3621
65,Brooklyn,Downtown Brooklyn/MetroTech,255,Brooklyn,Williamsburg (North Side),113,2.18,3.364,17.255,22.9,2,3631
80,Brooklyn,East Williamsburg,36,Brooklyn,Bushwick North,113,2.3,2.011,12.147,16.74,6,3631
112,Brooklyn,Greenpoint,225,Brooklyn,Stuyvesant Heights,113,2.13,3.191,21.705,21.94,9,3631
130,Queens,Jamaica,197,Queens,Richmond Hill,113,2.76,2.014,12.465,13.07,6,3631
181,Brooklyn,Park Slope,25,Brooklyn,Boerum Hill,112,2.46,1.615,11.923,14.27,4,3651
243,Manhattan,Washington Heights North,74,Manhattan,East Harlem North,112,3.37,4.454,15.693,20.06,6,3651
17,Brooklyn,Bedford,225,Brooklyn,Stuyvesant Heights,111,2.98,1.486,10.342,12.84,3,3661
129,Queens,Jackson Heights,223,Queens,Steinway,111,2.59,2.249,10.828,18.53,7,3661
198,Queens,Ridgewood,37,Brooklyn,Bushwick South,111,5.14,1.681,11.727,12.9,1,3661
37,Brooklyn,Bushwick South,80,Brooklyn,East Williamsburg,110,2.1,1.749,12.107,17.7,7,3676
97,Brooklyn,Fort Greene,17,Brooklyn,Bedford,110,2.18,1.854,15.671,16.59,7,3676
177,Brooklyn,Ocean Hill,76,Brooklyn,East New York,110,5.14,2.715,18.811,18.75,2,3676
25,Brooklyn,Boerum Hill,33,Brooklyn,Brooklyn Heights,109,2.38,1.182,10.202,14.95,4,3693
76,Brooklyn,East New York,89,Brooklyn,Flatbush/Ditmas Park,109,2.65,5.354,32.239,28.98,7,3693
89,Brooklyn,Flatbush/Ditmas Park,181,Brooklyn,Park Slope,109,2.93,3.136,20.927,20.02,6,3693
188,Brooklyn,Prospect-Lefferts Gardens,72,Brooklyn,East Flatbush/Remsen Village,109,2.82,1.916,14.99,15.6,6,3693
25,Brooklyn,Boerum Hill,255,Brooklyn,Williamsburg (North Side),108,2.36,4.023,21.663,23.84,5,3708
37,Brooklyn,Bushwick South,198,Queens,Ridgewood,108,2.06,1.783,11.902,12.75,8,3708
82,Queens,Elmhurst,7,Queens,Astoria,108,3.63,3.272,17.063,18.96,2,3708
63,Brooklyn,Cypress Hills,76,Brooklyn,East New York,107,7.55,1.806,12.425,12.67,1,3717
65,Brooklyn,Downtown Brooklyn/MetroTech,79,Manhattan,East Village,107,2.07,3.088,15.274,24.49,3,3717
80,Brooklyn,East Williamsburg,148,Manhattan,Lower East Side,107,2.18,3.214,17.277,28.71,7,3717
91,Brooklyn,Flatlands,188,Brooklyn,Prospect-Lefferts Gardens,107,4.87,3.008,18.798,19.71,3,3717
97,Brooklyn,Fort Greene,112,Brooklyn,Greenpoint,107,2.12,4.39,20.287,25.97,8,3717
112,Brooklyn,Greenpoint,79,Manhattan,East Village,107,2.02,4.108,19.754,29.58,10,3717
181,Brooklyn,Park Slope,225,Brooklyn,Stuyvesant Heights,107,2.35,3.678,23.099,23.12,5,3717
17,Brooklyn,Bedford,97,Brooklyn,Fort Greene,106,2.84,1.822,14.799,16.81,4,3737
33,Brooklyn,Brooklyn Heights,181,Brooklyn,Park Slope,106,2.14,2.414,15.586,18.73,3,3737
66,Brooklyn,DUMBO/Vinegar Hill,79,Manhattan,East Village,106,2.2,3.511,18.208,25.86,3,3737
97,Brooklyn,Fort Greene,148,Manhattan,Lower East Side,106,2.1,2.641,13.37,22.43,9,3737
66,Brooklyn,DUMBO/Vinegar Hill,256,Brooklyn,Williamsburg (South Side),105,2.18,3.195,17.449,23.29,4,3750
82,Queens,Elmhurst,260,Queens,Woodside,105,3.52,1.8,11.72,13.02,3,3750
97,Brooklyn,Fort Greene,79,Manhattan,East Village,105,2.08,3.297,17.291,26.67,10,3750
228,Brooklyn,Sunset Park West,14,Brooklyn,Bay Ridge,105,5.3,2.358,11.942,15.16,1,3750
37,Brooklyn,Bushwick South,256,Brooklyn,Williamsburg (South Side),104,1.99,2.153,15.695,17.43,9,3762
65,Brooklyn,Downtown Brooklyn/MetroTech,231,Manhattan,TriBeCa/Civic Center,104,2.01,2.232,10.822,21.16,4,3762
80,Brooklyn,East Williamsburg,79,Manhattan,East Village,104,2.12,3.802,18.158,27.71,8,3762
179,Queens,Old Astoria,145,Queens,Long Island City/Hunters Point,104,3.61,2.604,14.62,16.76,3,3762
188,Brooklyn,Prospect-Lefferts Gardens,71,Brooklyn,East Flatbush/Farragut,104,2.69,1.742,12.509,14.18,7,3762
188,Brooklyn,Prospect-Lefferts Gardens,225,Brooklyn,Stuyvesant Heights,104,2.69,3.04,20.268,20.42,8,3762
65,Brooklyn,Downtown Brooklyn/MetroTech,68,Manhattan,East Chelsea,103,1.99,4.903,26.681,35.05,5,3783
66,Brooklyn,DUMBO/Vinegar Hill,231,Manhattan,TriBeCa/Civic Center,103,2.14,2.05,11.815,21.16,5,3783
91,Brooklyn,Flatlands,61,Brooklyn,Crown Heights North,103,4.69,3.843,24.047,22.53,4,3783
243,Manhattan,Washington Heights North,41,Manhattan,Central Harlem,103,3.09,4.318,17.07,21.43,7,3783
17,Brooklyn,Bedford,256,Brooklyn,Williamsburg (South Side),102,2.74,1.655,11.952,13.89,5,3805
33,Brooklyn,Brooklyn Heights,170,Manhattan,Murray Hill,102,2.06,6.133,25.213,34.64,4,3805
35,Brooklyn,Brownsville,188,Brooklyn,Prospect-Lefferts Gardens,102,4.14,2.183,17.288,17.43,3,3805
39,Brooklyn,Canarsie,35,Brooklyn,Brownsville,102,3.68,2.157,14.058,14.75,8,3805
65,Brooklyn,Downtown Brooklyn/MetroTech,148,Manhattan,Lower East Side,102,1.97,2.208,11.252,21.14,6,3805
66,Brooklyn,DUMBO/Vinegar Hill,164,Manhattan,Midtown South,101,2.1,5.638,25.929,34.52,6,3822
127,Manhattan,Inwood,74,Manhattan,East Harlem North,101,6.27,5.292,16.788,21.11,3,3822
49,Brooklyn,Clinton Hill,181,Brooklyn,Park Slope,100,3.01,1.965,16.515,17.49,1,3841
76,Brooklyn,East New York,37,Brooklyn,Bushwick South,100,2.43,3.743,25.577,24.07,8,3841
76,Brooklyn,East New York,177,Brooklyn,Ocean Hill,100,2.43,2.726,17.493,18.73,9,3841
80,Brooklyn,East Williamsburg,256,Brooklyn,Williamsburg (South Side),100,2.03,1.364,9.391,18.09,9,3841
188,Brooklyn,Prospect-Lefferts Gardens,17,Brooklyn,Bedford,100,2.59,2.551,18.623,19.64,9,3841
188,Brooklyn,Prospect-Lefferts Gardens,91,Brooklyn,Flatlands,100,2.59,3.156,19.711,19.09,10,3841
243,Manhattan,Washington Heights North,48,Manhattan,Clinton East,100,3.0,7.704,24.647,36.32,8,3841
17,Brooklyn,Bedford,181,Brooklyn,Park Slope,99,2.66,2.75,21.353,20.13,6,3861
49,Brooklyn,Clinton Hill,61,Brooklyn,Crown Heights North,99,2.98,1.924,19.591,15.41,2,3861
181,Brooklyn,Park Slope,49,Brooklyn,Clinton Hill,99,2.18,1.824,13.744,15.97,6,3861
193,Queens,Queensbridge/Ravenswood,145,Queens,Long Island City/Hunters Point,99,5.79,1.277,8.435,12.57,2,3861
65,Brooklyn,Downtown Brooklyn/MetroTech,230,Manhattan,Times Sq/Theatre District,98,1.89,6.437,34.177,43.51,7,3879
76,Brooklyn,East New York,225,Brooklyn,Stuyvesant Heights,98,2.38,3.737,26.462,24.51,10,3879
127,Manhattan,Inwood,42,Manhattan,Central Harlem North,98,6.08,3.74,13.572,17.39,4,3879
52,Brooklyn,Cobble Hill,33,Brooklyn,Brooklyn Heights,97,6.41,0.694,8.212,11.96,1,3896
129,Queens,Jackson Heights,173,Queens,North Corona,97,2.26,1.464,11.399,12.71,8,3896
145,Queens,Long Island City/Hunters Point,82,Queens,Elmhurst,97,1.39,4.496,18.727,24.08,10,3896
225,Brooklyn,Stuyvesant Heights,255,Brooklyn,Williamsburg (North Side),97,2.46,2.89,22.496,22.31,4,3896
17,Brooklyn,Bedford,255,Brooklyn,Williamsburg (North Side),96,2.58,2.383,17.385,18.55,7,3916
25,Brooklyn,Boerum Hill,112,Brooklyn,Greenpoint,96,2.1,5.019,23.825,26.36,6,3916
36,Brooklyn,Bushwick North,17,Brooklyn,Bedford,96,2.73,2.222,14.626,16.09,4,3916
37,Brooklyn,Bushwick South,76,Brooklyn,East New York,96,1.83,4.269,27.095,24.16,10,3916
49,Brooklyn,Clinton Hill,255,Brooklyn,Williamsburg (North Side),96,2.89,2.718,19.585,21.34,3,3916
146,Queens,Long Island City/Queens Plaza,140,Manhattan,Lenox Hill East,96,2.52,2.138,12.543,21.27,5,3916
225,Brooklyn,Stuyvesant Heights,76,Brooklyn,East New York,96,2.44,3.943,26.594,23.81,5,3916
33,Brooklyn,Brooklyn Heights,255,Brooklyn,Williamsburg (North Side),95,1.91,3.994,20.564,24.47,5,3935
65,Brooklyn,Downtown Brooklyn/MetroTech,37,Brooklyn,Bushwick South,95,1.84,3.733,21.34,25.27,8,3935
65,Brooklyn,Downtown Brooklyn/MetroTech,49,Brooklyn,Clinton Hill,95,1.84,1.502,10.93,15.7,9,3935
65,Brooklyn,Downtown Brooklyn/MetroTech,256,Brooklyn,Williamsburg (South Side),95,1.84,2.948,15.862,20.24,10,3935
33,Brooklyn,Brooklyn Heights,162,Manhattan,Midtown East,94,1.89,6.69,25.488,38.71,6,3955
89,Brooklyn,Flatbush/Ditmas Park,76,Brooklyn,East New York,94,2.53,5.201,30.262,28.76,7,3955
181,Brooklyn,Park Slope,228,Brooklyn,Sunset Park West,94,2.07,2.349,14.393,16.53,7,3955
225,Brooklyn,Stuyvesant Heights,188,Brooklyn,Prospect-Lefferts Gardens,94,2.39,3.291,21.234,21.75,6,3955
25,Brooklyn,Boerum Hill,49,Brooklyn,Clinton Hill,93,2.03,1.62,13.299,15.49,7,3973
36,Brooklyn,Bushwick North,112,Brooklyn,Greenpoint,93,2.65,2.981,17.601,18.66,5,3973
66,Brooklyn,DUMBO/Vinegar Hill,161,Manhattan,Midtown Center,93,1.93,6.663,26.852,37.85,7,3973
82,Queens,Elmhurst,258,Queens,Woodhaven,93,3.12,4.949,21.813,23.51,4,3973
91,Brooklyn,Flatlands,76,Brooklyn,East New York,93,4.23,4.246,23.514,24.25,5,3973
168,Bronx,Mott Haven/Port Morris,74,Manhattan,East Harlem North,92,3.28,1.531,10.505,14.15,2,3997
181,Brooklyn,Park Slope,37,Brooklyn,Bushwick South,92,2.02,4.275,27.478,26.73,8,3997
223,Queens,Steinway,138,Queens,LaGuardia Airport,92,4.13,2.452,6.025,66.57,2,3997
225,Brooklyn,Stuyvesant Heights,49,Brooklyn,Clinton Hill,92,2.34,2.0,14.277,16.03,7,3997
66,Brooklyn,DUMBO/Vinegar Hill,162,Manhattan,Midtown East,91,1.89,6.227,22.355,34.03,8,4018
71,Brooklyn,East Flatbush/Farragut,91,Brooklyn,Flatlands,91,4.34,1.909,13.012,13.7,5,4018
80,Brooklyn,East Williamsburg,198,Queens,Ridgewood,91,1.85,2.516,13.804,17.31,10,4018
89,Brooklyn,Flatbush/Ditmas Park,228,Brooklyn,Sunset Park West,91,2.45,3.827,23.173,22.17,8,4018
181,Brooklyn,Park Slope,255,Brooklyn,Williamsburg (North Side),91,2.0,5.089,26.649,29.83,9,4018
49,Brooklyn,Clinton Hill,97,Brooklyn,Fort Greene,90,2.71,1.091,9.702,14.49,4,4040
72,Brooklyn,East Flatbush/Remsen Village,89,Brooklyn,Flatbush/Ditmas Park,90,3.74,2.757,18.972,17.78,5,4040
243,Manhattan,Washington Heights North,239,Manhattan,Upper West Side South,90,2.7,6.238,20.243,31.6,9,4040
17,Brooklyn,Bedford,36,Brooklyn,Bushwick North,89,2.39,2.304,15.602,17.55,8,4058
33,Brooklyn,Brooklyn Heights,161,Manhattan,Midtown Center,89,1.79,6.765,29.775,38.61,7,4058
72,Brooklyn,East Flatbush/Remsen Village,35,Brooklyn,Brownsville,89,3.7,1.357,11.35,13.08,6,4058
198,Queens,Ridgewood,36,Brooklyn,Bushwick North,89,4.12,1.308,8.499,11.01,2,4058
243,Manhattan,Washington Heights North,166,Manhattan,Morningside Heights,89,2.67,4.305,17.366,20.13,10,4058
33,Brooklyn,Brooklyn Heights,230,Manhattan,Times Sq/Theatre District,88,1.77,7.001,32.492,41.93,8,4085
33,Brooklyn,Brooklyn Heights,237,Manhattan,Upper East Side South,88,1.77,7.767,34.236,45.44,9,4085
66,Brooklyn,DUMBO/Vinegar Hill,48,Manhattan,Clinton East,88,1.83,6.063,30.917,37.95,9,4085
66,Brooklyn,DUMBO/Vinegar Hill,144,Manhattan,Little Italy/NoLiTa,88,1.83,2.416,14.563,22.65,10,4085
168,Bronx,Mott Haven/Port Morris,41,Manhattan,Central Harlem,88,3.14,2.081,16.279,17.32,3,4085
181,Brooklyn,Park Slope,256,Brooklyn,Williamsburg (South Side),88,1.93,4.002,24.261,27.68,10,4085
260,Queens,Woodside,145,Queens,Long Island City/Hunters Point,88,2.81,2.879,13.998,26.16,5,4085
25,Brooklyn,Boerum Hill,225,Brooklyn,Stuyvesant Heights,87,1.9,3.357,22.644,22.48,8,4109
260,Queens,Woodside,157,Queens,Maspeth,87,2.78,1.723,9.643,11.7,6,4109
83,Queens,Elmhurst/Maspeth,138,Queens,LaGuardia Airport,86,7.4,3.96,8.276,79.24,1,4128
225,Brooklyn,Stuyvesant Heights,17,Brooklyn,Bedford,86,2.18,1.349,10.16,13.28,8,4128
36,Brooklyn,Bushwick North,198,Queens,Ridgewood,85,2.42,1.317,8.732,11.61,6,4144
49,Brooklyn,Clinton Hill,37,Brooklyn,Bushwick South,85,2.56,2.957,17.154,19.38,5,4144
71,Brooklyn,East Flatbush/Farragut,89,Brooklyn,Flatbush/Ditmas Park,85,4.05,1.726,13.147,13.69,6,4144
146,Queens,Long Island City/Queens Plaza,145,Queens,Long Island City/Hunters Point,85,2.23,1.228,8.965,12.9,6,4144
197,Queens,Richmond Hill,95,Queens,Forest Hills,85,3.14,2.874,16.951,17.66,4,4144
228,Brooklyn,Sunset Park West,181,Brooklyn,Park Slope,85,4.29,2.169,14.918,17.08,2,4144
17,Brooklyn,Bedford,80,Brooklyn,East Williamsburg,84,2.25,2.248,14.861,16.68,9,4166
33,Brooklyn,Brooklyn Heights,140,Manhattan,Lenox Hill East,84,1.69,7.308,27.612,39.02,10,4166
35,Brooklyn,Brownsville,39,Brooklyn,Canarsie,84,3.41,2.414,15.343,16.6,4,4166
49,Brooklyn,Clinton Hill,225,Brooklyn,Stuyvesant Heights,84,2.53,2.086,13.495,16.79,6,4166
146,Queens,Long Island City/Queens Plaza,141,Manhattan,Lenox Hill West,84,2.2,2.021,10.044,17.82,7,4166
36,Brooklyn,Bushwick North,80,Brooklyn,East Williamsburg,82,2.33,1.849,11.472,14.59,7,4215
40,Brooklyn,Carroll Gardens,33,Brooklyn,Brooklyn Heights,82,5.3,1.233,11.821,14.58,1,4215
91,Brooklyn,Flatlands,71,Brooklyn,East Flatbush/Farragut,82,3.73,1.936,13.323,15.29,6,4215
146,Queens,Long Island City/Queens Plaza,138,Queens,LaGuardia Airport,82,2.15,4.687,25.623,69.6,8,4215
191,Queens,Queens Village,130,Queens,Jamaica,82,9.38,3.606,17.138,18.75,1,4215
197,Queens,Richmond Hill,258,Queens,Woodhaven,82,3.03,1.741,10.375,12.45,5,4215
35,Brooklyn,Brownsville,225,Brooklyn,Stuyvesant Heights,81,3.29,2.673,23.448,20.19,5,4244
36,Brooklyn,Bushwick North,255,Brooklyn,Williamsburg (North Side),81,2.31,2.72,18.377,18.14,8,4244
71,Brooklyn,East Flatbush/Farragut,72,Brooklyn,East Flatbush/Remsen Village,81,3.86,1.631,11.387,13.57,7,4244
82,Queens,Elmhurst,56,Queens,Corona,81,2.72,1.473,9.699,11.69,5,4244
129,Queens,Jackson Heights,56,Queens,Corona,81,1.89,2.645,12.697,15.05,9,4244
168,Bronx,Mott Haven/Port Morris,244,Manhattan,Washington Heights South,80,2.85,3.482,20.305,21.59,4,4267
216,Queens,South Ozone Park,180,Queens,Ozone Park,80,2.76,2.062,11.193,12.44,4,4267
225,Brooklyn,Stuyvesant Heights,181,Brooklyn,Park Slope,80,2.03,3.293,26.896,23.07,9,4267
17,Brooklyn,Bedford,76,Brooklyn,East New York,79,2.12,4.703,30.341,29.24,10,4288
62,Brooklyn,Crown Heights South,188,Brooklyn,Prospect-Lefferts Gardens,79,4.09,1.369,10.043,13.82,2,4288
130,Queens,Jamaica,218,Queens,Springfield Gardens North,79,1.93,3.539,16.903,18.01,7,4288
168,Bronx,Mott Haven/Port Morris,75,Manhattan,East Harlem South,79,2.82,2.611,15.603,18.16,5,4288
10,Queens,Baisley Park,230,Manhattan,Times Sq/Theatre District,78,3.99,14.355,57.357,96.95,2,4313
39,Brooklyn,Canarsie,155,Brooklyn,Marine Park/Mill Basin,78,2.81,2.849,13.617,16.99,9,4313
130,Queens,Jamaica,28,Queens,Briarwood/Jamaica Hills,78,1.9,1.474,9.994,13.32,8,4313
146,Queens,Long Island City/Queens Plaza,193,Queens,Queensbridge/Ravenswood,78,2.05,0.945,6.268,12.51,9,4313
218,Queens,Springfield Gardens North,130,Queens,Jamaica,78,10.39,3.277,18.421,18.42,1,4313
225,Brooklyn,Stuyvesant Heights,36,Brooklyn,Bushwick North,78,1.98,1.59,11.064,13.37,10,4313
260,Queens,Woodside,83,Queens,Elmhurst/Maspeth,78,2.49,1.186,7.877,12.63,7,4313
25,Brooklyn,Boerum Hill,256,Brooklyn,Williamsburg (South Side),77,1.68,3.544,20.173,22.26,9,4342
49,Brooklyn,Clinton Hill,256,Brooklyn,Williamsburg (South Side),77,2.32,2.238,15.01,17.36,7,4342
82,Queens,Elmhurst,226,Queens,Sunnyside,77,2.58,3.053,15.731,19.11,6,4342
157,Queens,Maspeth,132,Queens,JFK Airport,77,3.61,10.857,31.544,98.97,1,4342
222,Brooklyn,Starrett City,76,Brooklyn,East New York,77,10.81,1.865,11.754,13.62,1,4342
25,Brooklyn,Boerum Hill,80,Brooklyn,East Williamsburg,76,1.66,4.269,23.062,25.43,10,4367
72,Brooklyn,East Flatbush/Remsen Village,71,Brooklyn,East Flatbush/Farragut,76,3.16,1.544,12.63,13.04,7,4367
91,Brooklyn,Flatlands,72,Brooklyn,East Flatbush/Remsen Village,76,3.46,2.583,13.38,15.95,7,4367
130,Queens,Jamaica,95,Queens,Forest Hills,76,1.86,3.957,17.607,21.03,9,4367
155,Brooklyn,Marine Park/Mill Basin,39,Brooklyn,Canarsie,76,7.97,2.443,13.513,15.82,1,4367
179,Queens,Old Astoria,237,Manhattan,Upper East Side South,76,2.64,3.776,20.858,28.13,4,4367
216,Queens,South Ozone Park,76,Brooklyn,East New York,76,2.62,4.073,16.269,18.76,5,4367
92,Queens,Flushing,145,Queens,Long Island City/Hunters Point,74,6.2,8.578,21.593,30.19,1,4421
129,Queens,Jackson Heights,95,Queens,Forest Hills,74,1.72,5.117,16.64,22.51,10,4421
198,Queens,Ridgewood,225,Brooklyn,Stuyvesant Heights,74,3.43,2.262,14.439,15.75,3,4421
260,Queens,Woodside,223,Queens,Steinway,74,2.36,2.69,12.331,14.87,8,4421
36,Brooklyn,Bushwick North,256,Brooklyn,Williamsburg (South Side),73,2.08,2.426,16.306,19.11,9,4443
89,Brooklyn,Flatbush/Ditmas Park,72,Brooklyn,East Flatbush/Remsen Village,73,1.96,2.796,19.187,18.29,9,4443
127,Manhattan,Inwood,75,Manhattan,East Harlem South,73,4.53,6.026,20.486,25.61,5,4443
159,Bronx,Melrose South,42,Manhattan,Central Harlem North,73,5.0,1.87,15.676,15.71,1,4443
198,Queens,Ridgewood,102,Queens,Glendale,73,3.38,1.65,10.424,12.43,4,4443
